TS time deltat Energy E1 E2 E3 Dissipation Trd volume area area_n area_gn area_gp Lat_area Epress E_tension1 E_tension2 E_tension3 Ela_small P_tension1 P_tension2 P_tension3 pressure Zmax stress strain Diss1 Diss2 Diss3
1605 23.2438 0.0251295 0.00904106 9.55397e-05 2.62097e-05 0.00891931 4.64783e-06 0.00184103 0.220557 2.06598 1.4517 2.0863 2.0445 0.964319 -7.12283 10.2019 10.409 4.82315 0 0.103187 0.112159 -0.015318 -38.076 1 0 0 0.00023472 0.000206468 0.00306338
1610 23.3694 0.0251295 0.00912146 9.57294e-05 2.60278e-05 0.0089997 4.64028e-06 0.0018428 0.221244 2.06869 1.4517 2.08913 2.0471 0.963935 -7.14502 10.2148 10.4232 4.82122 0 0.10322 0.112187 -0.0152723 -38.0973 1 0 0 0.000233694 0.000205258 0.00306883
1615 23.4951 0.0251295 0.00920232 9.59247e-05 2.58478e-05 0.00908055 4.63275e-06 0.00184457 0.221931 2.0714 1.4517 2.09195 2.0497 0.963552 -7.16716 10.2278 10.4373 4.81931 0 0.103252 0.112216 -0.0152268 -38.1183 1 0 0 0.000232685 0.000204056 0.00307424
1620 23.6207 0.0251295 0.00928364 9.61255e-05 2.56696e-05 0.00916184 4.62525e-06 0.00184633 0.222618 2.07412 1.4517 2.09477 2.0523 0.96317 -7.18925 10.2408 10.4514 4.81739 0 0.103284 0.112243 -0.0151814 -38.1391 1 0 0 0.000231692 0.000202864 0.0030796
1625 23.7464 0.0251295 0.00936542 9.63317e-05 2.54933e-05 0.00924359 4.61778e-06 0.0018481 0.223305 2.07684 1.4517 2.0976 2.0549 0.96279 -7.21128 10.2538 10.4655 4.81549 0 0.103315 0.11227 -0.0151362 -38.1596 1 0 0 0.000230716 0.00020168 0.00308492
1630 23.872 0.0251295 0.00944766 9.65431e-05 2.53188e-05 0.0093258 4.61033e-06 0.00184987 0.223993 2.07955 1.4517 2.10043 2.0575 0.962411 -7.23325 10.2668 10.4796 4.81358 0 0.103345 0.112296 -0.0150911 -38.1798 1 0 0 0.000229755 0.000200505 0.0030902
1635 23.9977 0.0251295 0.00953036 9.67597e-05 2.51462e-05 0.00940845 4.6029e-06 0.00185164 0.22468 2.08227 1.4517 2.10325 2.0601 0.962032 -7.25518 10.2798 10.4938 4.81169 0 0.103375 0.112321 -0.0150461 -38.1998 1 0 0 0.000228811 0.000199338 0.00309544
1640 24.1233 0.0251295 0.00961352 9.69814e-05 2.49753e-05 0.00949156 4.5955e-06 0.00185341 0.225367 2.08499 1.4517 2.10608 2.0627 0.961655 -7.27705 10.2928 10.5079 4.8098 0 0.103404 0.112346 -0.0150013 -38.2195 1 0 0 0.000227883 0.000198181 0.00310063
1645 24.249 0.0251295 0.00969714 9.7208e-05 2.48063e-05 0.00957512 4.58812e-06 0.00185519 0.226054 2.08771 1.4517 2.10891 2.06531 0.961279 -7.29887 10.3058 10.522 4.80791 0 0.103433 0.112369 -0.0149567 -38.239 1 0 0 0.00022697 0.000197032 0.00310578
1650 24.3746 0.0251295 0.00978121 9.74396e-05 2.4639e-05 0.00965914 4.58077e-06 0.00185696 0.226741 2.09043 1.4517 2.11174 2.06791 0.960904 -7.32063 10.3188 10.5362 4.80603 0 0.103462 0.112393 -0.0149122 -38.2583 1 0 0 0.000226073 0.000195891 0.00311089
1655 24.5002 0.0251295 0.00986575 9.76759e-05 2.44734e-05 0.0097436 4.57344e-06 0.00185873 0.227428 2.09315 1.4517 2.11456 2.07051 0.96053 -7.34234 10.3318 10.5503 4.80416 0 0.10349 0.112415 -0.0148678 -38.2773 1 0 0 0.000225192 0.000194759 0.00311596
1660 24.6259 0.0251295 0.00995075 9.79169e-05 2.43095e-05 0.00982852 4.56613e-06 0.0018605 0.228115 2.09587 1.4517 2.11739 2.07312 0.960158 -7.364 10.3449 10.5645 4.80229 0 0.103517 0.112437 -0.0148236 -38.296 1 0 0 0.000224325 0.000193636 0.00312099
1665 24.7515 0.0251295 0.0100362 9.81625e-05 2.41474e-05 0.00991389 4.55885e-06 0.00186227 0.228802 2.09859 1.4517 2.12022 2.07573 0.959786 -7.3856 10.3579 10.5786 4.80043 0 0.103544 0.112459 -0.0147795 -38.3145 1 0 0 0.000223474 0.000192521 0.00312597
1670 24.8772 0.0251295 0.0101221 9.84126e-05 2.39869e-05 0.00999972 4.5516e-06 0.00186405 0.229489 2.10132 1.4517 2.12306 2.07833 0.959416 -7.40715 10.3709 10.5928 4.79857 0 0.103571 0.112479 -0.0147356 -38.3328 1 0 0 0.000222638 0.000191415 0.00313092
1675 25.0028 0.0251295 0.0102085 9.86671e-05 2.38282e-05 0.010086 4.54437e-06 0.00186582 0.230176 2.10404 1.4517 2.12589 2.08094 0.959046 -7.42865 10.3839 10.6069 4.79672 0 0.103597 0.112499 -0.0146919 -38.3509 1 0 0 0.000221816 0.000190317 0.00313582
1680 25.1285 0.0251295 0.0102953 9.89259e-05 2.3671e-05 0.0101727 4.53716e-06 0.00186759 0.230863 2.10676 1.4517 2.12872 2.08355 0.958678 -7.45009 10.397 10.6211 4.79488 0 0.103622 0.112519 -0.0146483 -38.3687 1 0 0 0.000221009 0.000189228 0.00314068
1685 25.2541 0.0251295 0.0103826 9.91889e-05 2.35155e-05 0.0102599 4.52998e-06 0.00186937 0.231551 2.10949 1.4517 2.13155 2.08615 0.958311 -7.47148 10.41 10.6352 4.79304 0 0.103647 0.112538 -0.0146048 -38.3863 1 0 0 0.000220217 0.000188147 0.0031455
1690 25.3798 0.0251295 0.0104703 9.94559e-05 2.33616e-05 0.0103475 4.52282e-06 0.00187114 0.232238 2.11221 1.4517 2.13438 2.08876 0.957945 -7.49281 10.4231 10.6494 4.7912 0 0.103672 0.112556 -0.0145615 -38.4036 1 0 0 0.000219439 0.000187074 0.00315028
1695 25.5054 0.0251295 0.0105585 9.9727e-05 2.32093e-05 0.0104356 4.51569e-06 0.00187292 0.232925 2.11493 1.4517 2.13722 2.09137 0.95758 -7.5141 10.4361 10.6635 4.78937 0 0.103696 0.112573 -0.0145183 -38.4207 1 0 0 0.000218675 0.00018601 0.00315502
1700 25.6311 0.0251295 0.0106472 0.000100002 2.30586e-05 0.0105241 4.50858e-06 0.00187469 0.233612 2.11766 1.4517 2.14005 2.09398 0.957216 -7.53533 10.4491 10.6777 4.78755 0 0.10372 0.11259 -0.0144753 -38.4376 1 0 0 0.000217925 0.000184954 0.00315971
1705 25.7567 0.0251295 0.0107363 0.000100281 2.29094e-05 0.0106131 4.50149e-06 0.00187647 0.234299 2.12039 1.4517 2.14288 2.09659 0.956853 -7.5565 10.4622 10.6919 4.78573 0 0.103744 0.112606 -0.0144325 -38.4543 1 0 0 0.000217189 0.000183906 0.00316437
1710 25.8824 0.0251295 0.0108259 0.000100563 2.27618e-05 0.0107026 4.49443e-06 0.00187824 0.234986 2.12311 1.4517 2.14572 2.09921 0.956491 -7.57762 10.4752 10.706 4.78392 0 0.103766 0.112622 -0.0143898 -38.4707 1 0 0 0.000216467 0.000182866 0.00316899
1715 26.008 0.0251295 0.0109159 0.000100849 2.26157e-05 0.0107924 4.4874e-06 0.00188002 0.235673 2.12584 1.4517 2.14855 2.10182 0.956131 -7.59869 10.4883 10.7202 4.78211 0 0.103789 0.112637 -0.0143472 -38.487 1 0 0 0.000215759 0.000181834 0.00317357
1720 26.1337 0.0251295 0.0110064 0.000101139 2.24711e-05 0.0108828 4.48039e-06 0.0018818 0.23636 2.12857 1.4517 2.15139 2.10443 0.955771 -7.61971 10.5014 10.7344 4.78031 0 0.103811 0.112652 -0.0143048 -38.503 1 0 0 0.000215064 0.00018081 0.0031781
1725 26.2593 0.0251295 0.0110973 0.000101432 2.23279e-05 0.0109736 4.4734e-06 0.00188357 0.237047 2.1313 1.4517 2.15422 2.10704 0.955413 -7.64067 10.5144 10.7485 4.77851 0 0.103833 0.112666 -0.0142626 -38.5188 1 0 0 0.000214383 0.000179794 0.0031826
1730 26.385 0.0251295 0.0111887 0.000101728 2.21862e-05 0.0110648 4.46644e-06 0.00188535 0.237734 2.13402 1.4517 2.15706 2.10966 0.955055 -7.66158 10.5275 10.7627 4.77672 0 0.103854 0.112679 -0.0142205 -38.5343 1 0 0 0.000213715 0.000178787 0.00318706
1735 26.5106 0.0251295 0.0112806 0.000102028 2.2046e-05 0.0111565 4.4595e-06 0.00188712 0.238422 2.13675 1.4517 2.15989 2.11227 0.954699 -7.68244 10.5406 10.7769 4.77493 0 0.103875 0.112692 -0.0141786 -38.5497 1 0 0 0.000213059 0.000177787 0.00319147
1740 26.6363 0.0251295 0.0113729 0.000102331 2.19072e-05 0.0112486 4.45258e-06 0.0018889 0.239109 2.13948 1.4517 2.16273 2.11489 0.954343 -7.70324 10.5536 10.7911 4.77315 0 0.103895 0.112704 -0.0141368 -38.5648 1 0 0 0.000212417 0.000176795 0.00319585
1745 26.7619 0.0251295 0.0114656 0.000102636 2.17698e-05 0.0113412 4.44569e-06 0.00189068 0.239796 2.14221 1.4517 2.16557 2.1175 0.953989 -7.72399 10.5667 10.8053 4.77138 0 0.103915 0.112716 -0.0140952 -38.5798 1 0 0 0.000211788 0.00017581 0.00320019
1750 26.8875 0.0251295 0.0115588 0.000102945 2.16338e-05 0.0114342 4.43883e-06 0.00189246 0.240483 2.14494 1.4517 2.1684 2.12012 0.953635 -7.74468 10.5798 10.8194 4.7696 0 0.103935 0.112727 -0.0140537 -38.5945 1 0 0 0.000211171 0.000174833 0.00320449
1755 27.0132 0.0251295 0.0116524 0.000103256 2.14992e-05 0.0115277 4.43199e-06 0.00189423 0.24117 2.14767 1.4517 2.17124 2.12273 0.953283 -7.76533 10.5928 10.8336 4.76784 0 0.103954 0.112737 -0.0140124 -38.609 1 0 0 0.000210567 0.000173864 0.00320875
1760 27.1388 0.0251295 0.0117466 0.000103571 2.13659e-05 0.0116216 4.42517e-06 0.00189601 0.241857 2.1504 1.4517 2.17408 2.12535 0.952932 -7.78592 10.6059 10.8478 4.76608 0 0.103973 0.112747 -0.0139713 -38.6233 1 0 0 0.000209976 0.000172903 0.00321297
1765 27.2645 0.0251295 0.0118411 0.000103887 2.12339e-05 0.011716 4.41838e-06 0.00189779 0.242544 2.15313 1.4517 2.17692 2.12797 0.952582 -7.80645 10.619 10.862 4.76432 0 0.103992 0.112757 -0.0139303 -38.6375 1 0 0 0.000209397 0.000171949 0.00321716
1770 27.3901 0.0251295 0.0119361 0.000104207 2.11033e-05 0.0118108 4.41161e-06 0.00189957 0.243231 2.15586 1.4517 2.17975 2.13058 0.952233 -7.82694 10.6321 10.8762 4.76257 0 0.10401 0.112766 -0.0138894 -38.6514 1 0 0 0.00020883 0.000171002 0.0032213
1775 27.5158 0.0251295 0.0120316 0.000104528 2.0974e-05 0.011906 4.40486e-06 0.00190135 0.243918 2.15859 1.4517 2.18259 2.1332 0.951884 -7.84737 10.6452 10.8904 4.76083 0 0.104028 0.112774 -0.0138488 -38.6651 1 0 0 0.000208275 0.000170063 0.00322541
1780 27.6414 0.0251295 0.0121274 0.000104852 2.08459e-05 0.0120017 4.39814e-06 0.00190313 0.244605 2.16133 1.4517 2.18543 2.13582 0.951537 -7.86775 10.6583 10.9046 4.75909 0 0.104045 0.112782 -0.0138082 -38.6786 1 0 0 0.000207732 0.000169131 0.00322948
1785 27.7671 0.0251295 0.0122238 0.000105179 2.07191e-05 0.0120979 4.39144e-06 0.00190491 0.245292 2.16406 1.4517 2.18827 2.13844 0.951191 -7.88807 10.6713 10.9188 4.75735 0 0.104062 0.112789 -0.0137679 -38.6919 1 0 0 0.000207201 0.000168207 0.00323351
1790 27.8927 0.0251295 0.0123206 0.000105507 2.05936e-05 0.0121945 4.38477e-06 0.00190668 0.24598 2.16679 1.4517 2.19111 2.14106 0.950846 -7.90834 10.6844 10.9329 4.75562 0 0.104079 0.112796 -0.0137277 -38.705 1 0 0 0.000206681 0.000167289 0.0032375
1795 28.0184 0.0251295 0.0124178 0.000105838 2.04693e-05 0.0122915 4.37812e-06 0.00190846 0.246667 2.16952 1.4517 2.19395 2.14368 0.950502 -7.92856 10.6975 10.9471 4.7539 0 0.104095 0.112803 -0.0136876 -38.718 1 0 0 0.000206173 0.000166379 0.00324146
1800 28.144 0.0251295 0.0125155 0.00010617 2.03462e-05 0.012389 4.3715e-06 0.00191024 0.247354 2.17226 1.4517 2.19679 2.1463 0.950159 -7.94873 10.7106 10.9613 4.75218 0 0.104111 0.112808 -0.0136477 -38.7307 1 0 0 0.000205677 0.000165476 0.00324537
1805 28.2697 0.0251295 0.0126136 0.000106504 2.02242e-05 0.0124869 4.3649e-06 0.00191202 0.248041 2.17499 1.4517 2.19962 2.14892 0.949817 -7.96884 10.7237 10.9755 4.75047 0 0.104127 0.112814 -0.013608 -38.7432 1 0 0 0.000205192 0.00016458 0.00324925
1810 28.3953 0.0251295 0.0127122 0.00010684 2.01035e-05 0.0125853 4.35832e-06 0.0019138 0.248728 2.17772 1.4517 2.20246 2.15154 0.949475 -7.9889 10.7368 10.9897 4.74876 0 0.104142 0.112818 -0.0135684 -38.7556 1 0 0 0.000204718 0.000163691 0.0032531
1815 28.521 0.0251295 0.0128112 0.000107178 1.9984e-05 0.0126841 4.35176e-06 0.00191558 0.249415 2.18046 1.4517 2.2053 2.15416 0.949135 -8.00891 10.7499 11.0039 4.74705 0 0.104157 0.112823 -0.0135289 -38.7678 1 0 0 0.000204255 0.000162808 0.0032569
1820 28.6466 0.0251295 0.0129107 0.000107517 1.98655e-05 0.0127833 4.34523e-06 0.00191736 0.250102 2.18319 1.4517 2.20814 2.15678 0.948796 -8.02887 10.763 11.0181 4.74535 0 0.104172 0.112827 -0.0134897 -38.7798 1 0 0 0.000203803 0.000161932 0.00326067
1825 28.7723 0.0251295 0.0130106 0.000107857 1.97482e-05 0.012883 4.33873e-06 0.00191914 0.250789 2.18593 1.4517 2.21098 2.1594 0.948458 -8.04877 10.7761 11.0323 4.74366 0 0.104186 0.11283 -0.0134506 -38.7915 1 0 0 0.000203363 0.000161064 0.0032644
1830 28.8979 0.0251295 0.0131109 0.000108199 1.96321e-05 0.0129831 4.33225e-06 0.00192092 0.251476 2.18866 1.4517 2.21382 2.16202 0.948121 -8.06862 10.7893 11.0465 4.74197 0 0.104201 0.112833 -0.0134116 -38.8032 1 0 0 0.000202932 0.000160201 0.0032681
1835 29.0236 0.0251295 0.0132117 0.000108542 1.9517e-05 0.0130836 4.32579e-06 0.0019227 0.252163 2.19139 1.4517 2.21666 2.16465 0.947785 -8.08841 10.8024 11.0607 4.74028 0 0.104214 0.112835 -0.0133728 -38.8146 1 0 0 0.000202513 0.000159346 0.00327176
1840 29.1492 0.0251295 0.0133129 0.000108886 1.9403e-05 0.0131846 4.31935e-06 0.00192448 0.25285 2.19413 1.4517 2.2195 2.16727 0.947449 -8.10816 10.8155 11.0749 4.7386 0 0.104228 0.112837 -0.0133342 -38.8259 1 0 0 0.000202104 0.000158497 0.00327538
1845 29.2748 0.0251295 0.0134146 0.000109231 1.929e-05 0.013286 4.31294e-06 0.00192626 0.253538 2.19686 1.4517 2.22234 2.16989 0.947115 -8.12785 10.8286 11.0891 4.73693 0 0.104241 0.112838 -0.0132957 -38.8369 1 0 0 0.000201705 0.000157654 0.00327896
1850 29.4005 0.0251295 0.0135167 0.000109578 1.91782e-05 0.0133879 4.30655e-06 0.00192805 0.254225 2.1996 1.4517 2.22518 2.17252 0.946782 -8.14749 10.8417 11.1033 4.73526 0 0.104254 0.112839 -0.0132573 -38.8478 1 0 0 0.000201317 0.000156818 0.00328252
1855 29.5261 0.0251295 0.0136192 0.000109925 1.90673e-05 0.0134902 4.30019e-06 0.00192983 0.254912 2.20233 1.4517 2.22802 2.17514 0.94645 -8.16708 10.8548 11.1175 4.73359 0 0.104266 0.11284 -0.0132192 -38.8586 1 0 0 0.000200939 0.000155988 0.00328603
1860 29.6518 0.0251295 0.0137221 0.000110272 1.89575e-05 0.0135929 4.29384e-06 0.00193161 0.255599 2.20507 1.4517 2.23086 2.17776 0.946118 -8.18661 10.8679 11.1317 4.73193 0 0.104278 0.11284 -0.0131812 -38.8691 1 0 0 0.000200571 0.000155164 0.00328951
1865 29.7774 0.0251295 0.0138255 0.000110621 1.88486e-05 0.0136961 4.28753e-06 0.00193339 0.256286 2.2078 1.4517 2.2337 2.18039 0.945788 -8.2061 10.8811 11.1459 4.73027 0 0.10429 0.112839 -0.0131433 -38.8795 1 0 0 0.000200213 0.000154346 0.00329295
1870 29.9031 0.0251295 0.0139294 0.000110969 1.87408e-05 0.0137997 4.28123e-06 0.00193517 0.256973 2.21054 1.4517 2.23654 2.18301 0.945458 -8.22553 10.8942 11.1601 4.72862 0 0.104302 0.112838 -0.0131056 -38.8897 1 0 0 0.000199865 0.000153535 0.00329636
1875 30.0287 0.0251295 0.0140336 0.000111319 1.86339e-05 0.0139037 4.27496e-06 0.00193695 0.25766 2.21328 1.4517 2.23938 2.18564 0.94513 -8.2449 10.9073 11.1743 4.72698 0 0.104313 0.112837 -0.013068 -38.8997 1 0 0 0.000199526 0.00015273 0.00329973
1880 30.1544 0.0251295 0.0141383 0.000111668 1.8528e-05 0.0140081 4.26871e-06 0.00193873 0.258347 2.21601 1.4517 2.24222 2.18826 0.944802 -8.26423 10.9204 11.1885 4.72534 0 0.104324 0.112835 -0.0130306 -38.9096 1 0 0 0.000199197 0.00015193 0.00330307
1885 30.28 0.0251295 0.0142435 0.000112018 1.84231e-05 0.014113 4.26248e-06 0.00194051 0.259034 2.21875 1.4517 2.24506 2.19089 0.944475 -8.2835 10.9335 11.2027 4.7237 0 0.104335 0.112833 -0.0129934 -38.9193 1 0 0 0.000198878 0.000151137 0.00330637
1890 30.4057 0.0251295 0.014349 0.000112368 1.83191e-05 0.0142183 4.25628e-06 0.00194229 0.259721 2.22148 1.4517 2.2479 2.19351 0.94415 -8.30273 10.9467 11.2169 4.72207 0 0.104346 0.11283 -0.0129563 -38.9288 1 0 0 0.000198568 0.000150349 0.00330964
1895 30.5313 0.0251295 0.014455 0.000112718 1.82159e-05 0.0143241 4.2501e-06 0.00194407 0.260409 2.22422 1.4517 2.25074 2.19614 0.943825 -8.3219 10.9598 11.2311 4.72044 0 0.104356 0.112827 -0.0129194 -38.9382 1 0 0 0.000198267 0.000149567 0.00331287
1900 30.657 0.0251295 0.0145614 0.000113068 1.81137e-05 0.0144302 4.24395e-06 0.00194586 0.261096 2.22696 1.4517 2.25357 2.19877 0.943501 -8.34101 10.9729 11.2453 4.71881 0 0.104366 0.112823 -0.0128826 -38.9474 1 0 0 0.000197975 0.000148791 0.00331607
1905 30.7826 0.0251295 0.0146682 0.000113418 1.80124e-05 0.0145368 4.23781e-06 0.00194764 0.261783 2.22969 1.4517 2.25641 2.20139 0.943178 -8.36008 10.9861 11.2595 4.7172 0 0.104376 0.112819 -0.012846 -38.9565 1 0 0 0.000197693 0.000148021 0.00331924
1910 30.9083 0.0251295 0.0147755 0.000113767 1.7912e-05 0.0146438 4.2317e-06 0.00194942 0.26247 2.23243 1.4517 2.25925 2.20402 0.942856 -8.37909 10.9992 11.2737 4.71558 0 0.104385 0.112815 -0.0128095 -38.9654 1 0 0 0.000197419 0.000147256 0.00332237
1915 31.0339 0.0251295 0.0148832 0.000114116 1.78124e-05 0.0147513 4.22562e-06 0.0019512 0.263157 2.23516 1.4517 2.26209 2.20665 0.942535 -8.39806 11.0123 11.2879 4.71397 0 0.104395 0.11281 -0.0127732 -38.9741 1 0 0 0.000197155 0.000146497 0.00332547
1920 31.1596 0.0251295 0.0149913 0.000114465 1.77137e-05 0.0148591 4.21955e-06 0.00195298 0.263844 2.2379 1.4517 2.26493 2.20927 0.942215 -8.41697 11.0255 11.3021 4.71237 0 0.104404 0.112805 -0.0127371 -38.9827 1 0 0 0.000196899 0.000145743 0.00332853
1925 31.2852 0.0251295 0.0150998 0.000114813 1.76158e-05 0.0149674 4.21351e-06 0.00195476 0.264531 2.24064 1.4517 2.26777 2.2119 0.941895 -8.43583 11.0386 11.3163 4.71077 0 0.104412 0.112799 -0.0127011 -38.9911 1 0 0 0.000196652 0.000144994 0.00333156
1930 31.4109 0.0251295 0.0152088 0.00011516 1.75187e-05 0.0150761 4.20749e-06 0.00195654 0.265218 2.24337 1.4517 2.27061 2.21453 0.941577 -8.45463 11.0517 11.3304 4.70917 0 0.104421 0.112793 -0.0126652 -38.9993 1 0 0 0.000196413 0.000144251 0.00333456
1935 31.5365 0.0251295 0.0153181 0.000115507 1.74225e-05 0.0151852 4.20149e-06 0.00195833 0.265905 2.24611 1.4517 2.27345 2.21716 0.941259 -8.47339 11.0649 11.3446 4.70758 0 0.104429 0.112787 -0.0126295 -39.0074 1 0 0 0.000196182 0.000143513 0.00333752
1940 31.6621 0.0251295 0.0154279 0.000115852 1.7327e-05 0.0152948 4.19552e-06 0.00196011 0.266592 2.24885 1.4517 2.27628 2.21978 0.940943 -8.49209 11.078 11.3588 4.70599 0 0.104437 0.11278 -0.012594 -39.0154 1 0 0 0.00019596 0.00014278 0.00334045
1945 31.7878 0.0251295 0.0155381 0.000116197 1.72324e-05 0.0154047 4.18957e-06 0.00196189 0.267279 2.25158 1.4517 2.27912 2.22241 0.940627 -8.51075 11.0911 11.373 4.70441 0 0.104445 0.112773 -0.0125586 -39.0232 1 0 0 0.000195746 0.000142053 0.00334334
1950 31.9134 0.0251295 0.0156488 0.00011654 1.71385e-05 0.0155151 4.18364e-06 0.00196367 0.267967 2.25432 1.4517 2.28196 2.22504 0.940312 -8.52935 11.1043 11.3872 4.70283 0 0.104453 0.112765 -0.0125234 -39.0308 1 0 0 0.000195541 0.00014133 0.00334621
1955 32.0391 0.0251295 0.0157598 0.000116883 1.70454e-05 0.0156259 4.17773e-06 0.00196545 0.268654 2.25705 1.4517 2.2848 2.22767 0.939998 -8.5479 11.1174 11.4014 4.70126 0 0.10446 0.112757 -0.0124883 -39.0383 1 0 0 0.000195343 0.000140613 0.00334904
1960 32.1647 0.0251295 0.0158712 0.000117224 1.6953e-05 0.0157371 4.17185e-06 0.00196723 0.269341 2.25979 1.4517 2.28763 2.2303 0.939685 -8.56639 11.1306 11.4156 4.69969 0 0.104467 0.112748 -0.0124534 -39.0457 1 0 0 0.000195153 0.0001399 0.00335184
1965 32.2904 0.0251295 0.0159831 0.000117564 1.68614e-05 0.0158487 4.16599e-06 0.00196901 0.270028 2.26253 1.4517 2.29047 2.23293 0.939373 -8.58484 11.1437 11.4298 4.69813 0 0.104474 0.11274 -0.0124186 -39.0529 1 0 0 0.000194971 0.000139193 0.00335461
1970 32.416 0.0251295 0.0160954 0.000117902 1.67705e-05 0.0159607 4.16015e-06 0.0019708 0.270715 2.26526 1.4517 2.29331 2.23556 0.939062 -8.60324 11.1569 11.444 4.69657 0 0.104481 0.11273 -0.012384 -39.06 1 0 0 0.000194796 0.00013849 0.00335734
1975 32.5417 0.0251295 0.0162081 0.000118238 1.66803e-05 0.0160731 4.15433e-06 0.00197258 0.271402 2.268 1.4517 2.29615 2.23819 0.938751 -8.62158 11.17 11.4582 4.69501 0 0.104487 0.112721 -0.0123495 -39.0669 1 0 0 0.000194629 0.000137792 0.00336004
1980 32.6673 0.0251295 0.0163212 0.000118573 1.65909e-05 0.016186 4.14854e-06 0.00197436 0.272089 2.27074 1.4517 2.29898 2.24081 0.938442 -8.63988 11.1831 11.4723 4.69346 0 0.104494 0.112711 -0.0123152 -39.0737 1 0 0 0.000194469 0.000137098 0.00336272
1985 32.793 0.0251295 0.0164347 0.000118906 1.65021e-05 0.0162992 4.14277e-06 0.00197614 0.272776 2.27347 1.4517 2.30182 2.24344 0.938133 -8.65812 11.1963 11.4865 4.69191 0 0.1045 0.1127 -0.012281 -39.0803 1 0 0 0.000194317 0.00013641 0.00336535
1990 32.9186 0.0251295 0.0165486 0.000119237 1.6414e-05 0.0164129 4.13702e-06 0.00197792 0.273463 2.27621 1.4517 2.30465 2.24607 0.937825 -8.67631 11.2094 11.5007 4.69037 0 0.104506 0.11269 -0.012247 -39.0868 1 0 0 0.000194172 0.000135726 0.00336796
1995 33.0443 0.0251295 0.0166629 0.000119567 1.63266e-05 0.016527 4.13129e-06 0.0019797 0.27415 2.27894 1.4517 2.30749 2.2487 0.937518 -8.69445 11.2226 11.5149 4.68883 0 0.104511 0.112679 -0.0122131 -39.0931 1 0 0 0.000194034 0.000135046 0.00337054
2000 33.1699 0.0251295 0.0167776 0.000119894 1.62399e-05 0.0166414 4.12558e-06 0.00198148 0.274837 2.28168 1.4517 2.31032 2.25133 0.937212 -8.71254 11.2357 11.5291 4.6873 0 0.104517 0.112667 -0.0121794 -39.0994 1 0 0 0.000193903 0.000134371 0.00337308
2005 33.2956 0.0251295 0.0159003 9.99419e-05 1.19943e-06 0.0157991 1.51463e-09 0.00198148 0.274837 2.28168 1.4517 2.31032 2.25134 0.937208 -8.68011 11.2481 11.5424 4.68655 0 0.000178954 -5.70487e-05 -0.000235134 -38.9583 1 0 0 7.97535e-05 6.7356e-06 0.00317529
2010 33.4212 0.0251295 0.0151056 9.56054e-05 6.58373e-07 0.0150093 2.52469e-09 0.00198148 0.274838 2.28168 1.4517 2.31032 2.25135 0.937203 -8.67249 11.2539 11.5486 4.6862 0 0.000146648 -5.39823e-05 -0.000171926 -38.9241 1 0 0 7.46409e-05 3.50524e-06 0.00299544
2015 33.5469 0.0251295 0.0143554 9.18726e-05 5.58298e-07 0.014263 2.80685e-09 0.00198148 0.274837 2.28168 1.4517 2.31031 2.25135 0.937199 -8.66522 11.2558 11.5506 4.68607 0 0.000160612 -8.64455e-05 -0.000136657 -38.8915 1 0 0 7.12028e-05 2.9786e-06 0.0028281
2020 33.6725 0.0251295 0.013647 8.84727e-05 5.4825e-07 0.0135579 2.9871e-09 0.00198148 0.274838 2.28168 1.4517 2.31031 2.25136 0.937196 -8.6578 11.2565 11.5513 4.68601 0 0.000165697 -0.000101263 -0.000123215 -38.8582 1 0 0 6.81395e-05 2.88966e-06 0.00267175
2025 33.7982 0.0251295 0.0129778 8.53978e-05 5.66838e-07 0.0128918 3.05588e-09 0.00198149 0.274837 2.28168 1.4517 2.31031 2.25136 0.937193 -8.65046 11.2567 11.5515 4.68598 0 0.000163215 -0.000104959 -0.000118459 -38.8253 1 0 0 6.53649e-05 2.93246e-06 0.00252542
2030 33.9238 0.0251295 0.0123457 8.26275e-05 5.93674e-07 0.0122624 3.00261e-09 0.00198149 0.274838 2.28168 1.4517 2.31031 2.25136 0.93719 -8.64329 11.2568 11.5515 4.68596 0 0.000155618 -0.000102076 -0.000117036 -38.7931 1 0 0 6.28539e-05 3.00978e-06 0.0023883
2035 34.0494 0.0251295 0.0117483 8.01312e-05 6.21224e-07 0.0116675 2.84909e-09 0.00198149 0.274837 2.28168 1.4517 2.3103 2.25137 0.937187 -8.63633 11.2568 11.5515 4.68595 0 0.000144532 -9.50542e-05 -0.000116909 -38.7619 1 0 0 6.05775e-05 3.08776e-06 0.00225969
2040 34.1751 0.0251295 0.0111835 7.78762e-05 6.46727e-07 0.011105 2.62417e-09 0.00198149 0.274838 2.28168 1.4517 2.3103 2.25137 0.937184 -8.62958 11.2568 11.5515 4.68593 0 0.000131084 -8.53373e-05 -0.000117298 -38.7316 1 0 0 5.85055e-05 3.15563e-06 0.00213897
2045 34.3007 0.0251295 0.0106495 7.58322e-05 6.69296e-07 0.010573 2.35494e-09 0.00198149 0.274837 2.28168 1.4517 2.3103 2.25137 0.937181 -8.62304 11.2568 11.5515 4.68592 0 0.000116084 -7.38578e-05 -0.000117896 -38.7022 1 0 0 5.66102e-05 3.21102e-06 0.00202558
