TS time deltat Energy E1 E2 E3 Dissipation Trd volume area area_n area_gn area_gp Lat_area Epress E_tension1 E_tension2 E_tension3 Ela_small P_tension1 P_tension2 P_tension3 pressure Zmax stress strain Diss1 Diss2 Diss3
9415 176.439 3.02085e-05 1.3375 0.414556 0.457599 0.465341 0.757029 0.00173217 0.177682 1.903 1.4517 1.91987 1.88545 0.990373 -0.0558087 12.6711 13.1463 4.73304 0 -48.5539 -53.4063 6.67382 -0.361532 1 0 0 8.46635 9.34447 0.292172
9420 176.439 3.02085e-05 1.34587 0.416734 0.460015 0.469121 0.757188 0.00173136 0.177339 1.90176 1.4517 1.91858 1.88427 0.990596 -0.0334681 12.6748 13.1504 4.73337 0 -48.5048 -53.3583 6.67515 -0.21717 1 0 0 8.49739 9.37807 0.293879
9425 176.439 3.02085e-05 1.35426 0.418912 0.462429 0.472917 0.757355 0.00173055 0.176995 1.90052 1.4517 1.91729 1.8831 0.99082 -0.0112179 12.6785 13.1545 4.7337 0 -48.4539 -53.3084 6.6763 -0.072913 1 0 0 8.52826 9.41146 0.295588
9430 176.44 3.02085e-05 1.36266 0.421088 0.464841 0.476728 0.757532 0.00172974 0.176652 1.89929 1.4517 1.916 1.88193 0.991044 0.0109408 12.6821 13.1585 4.73403 0 -48.4013 -53.2565 6.67728 0.0712308 1 0 0 8.55896 9.44466 0.297301
9435 176.44 3.02085e-05 1.37107 0.423263 0.46725 0.480554 0.757718 0.00172894 0.176308 1.89805 1.4517 1.91471 1.88075 0.991267 0.0330064 12.6857 13.1626 4.73437 0 -48.3467 -53.2026 6.67808 0.215252 1 0 0 8.58949 9.47764 0.299016
9440 176.44 3.02085e-05 1.37949 0.425436 0.469656 0.484396 0.757916 0.00172813 0.175965 1.89682 1.4517 1.91342 1.87958 0.991491 0.0549775 12.6893 13.1666 4.7347 0 -48.2903 -53.1467 6.67869 0.35914 1 0 0 8.61984 9.51042 0.300733
9445 176.44 3.02085e-05 1.38792 0.427608 0.472059 0.488253 0.758124 0.00172733 0.175621 1.8956 1.4517 1.91214 1.87842 0.991715 0.0768527 12.6929 13.1706 4.73504 0 -48.2319 -53.0887 6.67911 0.502887 1 0 0 8.65001 9.54298 0.302454
9450 176.44 3.02085e-05 1.39636 0.429778 0.47446 0.492125 0.758345 0.00172653 0.175278 1.89437 1.4517 1.91086 1.87725 0.991939 0.0986305 12.6965 13.1745 4.73537 0 -48.1715 -53.0285 6.67932 0.646481 1 0 0 8.68 9.57532 0.304176
9455 176.44 3.02085e-05 1.40481 0.431946 0.476856 0.496012 0.758579 0.00172573 0.174934 1.89315 1.4517 1.90958 1.87609 0.992163 0.120309 12.7 13.1785 4.73571 0 -48.109 -52.9661 6.67933 0.789913 1 0 0 8.7098 9.60743 0.305902
9460 176.441 3.02085e-05 1.41327 0.434111 0.479249 0.499913 0.758827 0.00172493 0.174591 1.89193 1.4517 1.90831 1.87493 0.992387 0.141888 12.7035 13.1824 4.73605 0 -48.0445 -52.9014 6.67913 0.933172 1 0 0 8.7394 9.63932 0.30763
9465 176.441 3.02085e-05 1.42174 0.436274 0.481638 0.50383 0.75909 0.00172414 0.174247 1.89071 1.4517 1.90703 1.87377 0.992611 0.163364 12.707 13.1863 4.73639 0 -47.9778 -52.8345 6.67871 1.07625 1 0 0 8.76882 9.67097 0.30936
9470 176.441 3.02085e-05 1.43022 0.438435 0.484023 0.50776 0.759369 0.00172334 0.173903 1.8895 1.4517 1.90576 1.87262 0.992835 0.184737 12.7104 13.1902 4.73673 0 -47.909 -52.7651 6.67807 1.21913 1 0 0 8.79803 9.70238 0.311092
9475 176.441 3.02085e-05 1.4387 0.440593 0.486404 0.511705 0.759664 0.00172255 0.17356 1.88828 1.4517 1.90449 1.87147 0.993059 0.206004 12.7139 13.194 4.73707 0 -47.8379 -52.6934 6.6772 1.3618 1 0 0 8.82705 9.73355 0.312826
9480 176.441 3.02085e-05 1.44719 0.442747 0.48878 0.515664 0.759977 0.00172176 0.173216 1.88707 1.4517 1.90323 1.87032 0.993284 0.227165 12.7173 13.1978 4.73742 0 -47.7646 -52.6191 6.67609 1.50426 1 0 0 8.85585 9.76447 0.314563
9485 176.441 3.02085e-05 1.45569 0.444899 0.491151 0.519637 0.760308 0.00172097 0.172873 1.88587 1.4517 1.90196 1.86917 0.993508 0.248217 12.7207 13.2016 4.73776 0 -47.6889 -52.5424 6.67474 1.64649 1 0 0 8.88445 9.79513 0.316302
9490 176.441 3.02085e-05 1.46419 0.447047 0.493517 0.523624 0.760659 0.00172018 0.172529 1.88466 1.4517 1.9007 1.86803 0.993732 0.269158 12.7241 13.2054 4.73811 0 -47.6108 -52.463 6.67313 1.78847 1 0 0 8.91284 9.82554 0.318043
9495 176.442 3.02085e-05 1.47269 0.449192 0.495878 0.527624 0.761031 0.0017194 0.172186 1.88346 1.4517 1.89944 1.86689 0.993956 0.289988 12.7274 13.2091 4.73846 0 -47.5303 -52.381 6.67127 1.9302 1 0 0 8.941 9.85568 0.319786
9500 176.442 3.02085e-05 1.4812 0.451333 0.498233 0.531637 0.761425 0.00171861 0.171842 1.88226 1.4517 1.89819 1.86575 0.994181 0.310704 12.7307 13.2128 4.7388 0 -47.4472 -52.2962 6.66915 2.07167 1 0 0 8.96895 9.88555 0.32153
9505 176.442 3.02085e-05 1.48972 0.45347 0.500582 0.535664 0.761841 0.00171783 0.171499 1.88106 1.4517 1.89694 1.86461 0.994405 0.331304 12.734 13.2165 4.73915 0 -47.3617 -52.2087 6.66675 2.21285 1 0 0 8.99667 9.91515 0.323276
9510 176.442 3.02085e-05 1.49823 0.455603 0.502925 0.539703 0.762282 0.00171705 0.171155 1.87987 1.4517 1.89569 1.86348 0.994629 0.351786 12.7373 13.2202 4.73951 0 -47.2735 -52.1183 6.66407 2.35374 1 0 0 9.02416 9.94446 0.325024
9515 176.442 3.02085e-05 1.50675 0.457731 0.505262 0.543755 0.762748 0.00171627 0.170812 1.87868 1.4517 1.89444 1.86235 0.994853 0.372149 12.7405 13.2238 4.73986 0 -47.1827 -52.0251 6.66111 2.49433 1 0 0 9.05142 9.97349 0.326774
9520 176.442 3.02085e-05 1.51527 0.459854 0.507591 0.54782 0.76324 0.0017155 0.170468 1.87749 1.4517 1.8932 1.86123 0.995077 0.392391 12.7437 13.2274 4.74021 0 -47.0892 -51.9288 6.65785 2.63459 1 0 0 9.07844 10.0022 0.328525
9525 176.442 3.02085e-05 1.52378 0.461973 0.509914 0.551896 0.76376 0.00171472 0.170124 1.87631 1.4517 1.89196 1.8601 0.995302 0.41251 12.7469 13.2309 4.74057 0 -46.9929 -51.8296 6.65429 2.77452 1 0 0 9.10521 10.0307 0.330278
9530 176.443 3.02085e-05 1.5323 0.464087 0.512229 0.555985 0.764308 0.00171395 0.169781 1.87513 1.4517 1.89072 1.85898 0.995526 0.432503 12.7501 13.2344 4.74092 0 -46.8938 -51.7272 6.65042 2.9141 1 0 0 9.13174 10.0588 0.332032
9535 176.443 3.02085e-05 1.54082 0.466195 0.514537 0.560085 0.764887 0.00171318 0.169437 1.87395 1.4517 1.88948 1.85787 0.99575 0.45237 12.7532 13.2379 4.74128 0 -46.7918 -51.6217 6.64623 3.05332 1 0 0 9.15802 10.0866 0.333787
9540 176.443 3.02085e-05 1.54933 0.468297 0.516836 0.564197 0.765497 0.00171242 0.169094 1.87278 1.4517 1.88825 1.85676 0.995973 0.472107 12.7563 13.2414 4.74164 0 -46.6869 -51.513 6.64171 3.19216 1 0 0 9.18404 10.1141 0.335543
9545 176.443 3.02085e-05 1.55784 0.470393 0.519127 0.568319 0.76614 0.00171165 0.16875 1.87161 1.4517 1.88703 1.85565 0.996197 0.491714 12.7594 13.2448 4.742 0 -46.579 -51.401 6.63686 3.33061 1 0 0 9.20979 10.1413 0.337301
9550 176.443 3.02085e-05 1.56635 0.472484 0.52141 0.572453 0.766817 0.00171089 0.168407 1.87044 1.4517 1.8858 1.85454 0.996421 0.511187 12.7624 13.2482 4.74236 0 -46.4681 -51.2857 6.63166 3.46864 1 0 0 9.23529 10.1682 0.339059
9555 176.443 3.02085e-05 1.57485 0.474568 0.523684 0.576597 0.767529 0.00171013 0.168063 1.86928 1.4517 1.88458 1.85344 0.996644 0.530525 12.7654 13.2516 4.74272 0 -46.3541 -51.1669 6.62612 3.60625 1 0 0 9.26051 10.1947 0.340818
9560 176.444 3.02085e-05 1.58334 0.476645 0.525948 0.580751 0.768278 0.00170937 0.16772 1.86812 1.4517 1.88336 1.85234 0.996868 0.549726 12.7684 13.2549 4.74309 0 -46.2369 -51.0447 6.62021 3.74342 1 0 0 9.28545 10.2209 0.342578
9565 176.444 3.02085e-05 1.59183 0.478715 0.528203 0.584915 0.769065 0.00170861 0.167376 1.86696 1.4517 1.88215 1.85125 0.997091 0.568787 12.7714 13.2582 4.74345 0 -46.1165 -50.9189 6.61394 3.88014 1 0 0 9.31012 10.2467 0.344339
9570 176.444 3.02085e-05 1.60031 0.480777 0.530448 0.589089 0.769892 0.00170786 0.167032 1.86581 1.4517 1.88094 1.85016 0.997314 0.587707 12.7743 13.2615 4.74382 0 -45.9929 -50.7896 6.60729 4.01638 1 0 0 9.33449 10.2722 0.3461
9575 176.444 3.02085e-05 1.60879 0.482832 0.532682 0.593272 0.770759 0.00170711 0.166689 1.86466 1.4517 1.87973 1.84907 0.997537 0.606484 12.7772 13.2647 4.74419 0 -45.866 -50.6566 6.60025 4.15213 1 0 0 9.35858 10.2973 0.347862
9580 176.444 3.02085e-05 1.61725 0.48488 0.534906 0.597464 0.771669 0.00170636 0.166345 1.86352 1.4517 1.87853 1.84799 0.99776 0.625114 12.78 13.2679 4.74456 0 -45.7357 -50.5199 6.59282 4.28737 1 0 0 9.38237 10.322 0.349624
9585 176.444 3.02085e-05 1.6257 0.486919 0.537119 0.601665 0.772622 0.00170562 0.166002 1.86238 1.4517 1.87733 1.84691 0.997982 0.643597 12.7828 13.271 4.74493 0 -45.602 -50.3794 6.58498 4.42208 1 0 0 9.40586 10.3464 0.351387
9590 176.444 3.02085e-05 1.63414 0.488949 0.539321 0.605874 0.77362 0.00170487 0.165658 1.86124 1.4517 1.87614 1.84583 0.998204 0.661929 12.7856 13.2741 4.7453 0 -45.4649 -50.2351 6.57674 4.55626 1 0 0 9.42904 10.3704 0.353149
9595 176.445 3.02085e-05 1.64257 0.490971 0.54151 0.61009 0.774665 0.00170413 0.165315 1.86011 1.4517 1.87495 1.84476 0.998426 0.680109 12.7883 13.2772 4.74567 0 -45.3243 -50.0869 6.56808 4.68987 1 0 0 9.45192 10.394 0.354912
9600 176.445 3.02085e-05 1.65099 0.492984 0.543688 0.614315 0.775758 0.0017034 0.164971 1.85898 1.4517 1.87376 1.84369 0.998648 0.698134 12.7911 13.2802 4.74604 0 -45.1801 -49.9347 6.55898 4.82291 1 0 0 9.47447 10.4172 0.356674
9605 176.445 3.02085e-05 1.65939 0.494987 0.545854 0.618546 0.7769 0.00170266 0.164628 1.85786 1.4517 1.87258 1.84263 0.99887 0.716003 12.7937 13.2832 4.74642 0 -45.0324 -49.7786 6.54946 4.95535 1 0 0 9.4967 10.44 0.358436
9610 176.445 3.02085e-05 1.66777 0.496981 0.548006 0.622784 0.778093 0.00170193 0.164284 1.85674 1.4517 1.87141 1.84158 0.999091 0.733712 12.7964 13.2861 4.74679 0 -44.881 -49.6184 6.53948 5.08717 1 0 0 9.51861 10.4623 0.360198
9615 176.445 3.02085e-05 1.67614 0.498964 0.550146 0.627028 0.779338 0.0017012 0.163941 1.85562 1.4517 1.87023 1.84052 0.999312 0.751261 12.799 13.289 4.74717 0 -44.7259 -49.4542 6.52906 5.21837 1 0 0 9.54018 10.4843 0.36196
9620 176.445 3.02085e-05 1.68449 0.500937 0.552271 0.631279 0.780637 0.00170048 0.163597 1.85451 1.4517 1.86906 1.83947 0.999533 0.768646 12.8015 13.2919 4.74755 0 -44.5672 -49.2857 6.51817 5.34891 1 0 0 9.56141 10.5059 0.363721
9625 176.445 3.02085e-05 1.69282 0.5029 0.554383 0.635535 0.781991 0.00169975 0.163253 1.85341 1.4517 1.8679 1.83843 0.999753 0.785865 12.8041 13.2947 4.74793 0 -44.4047 -49.1132 6.50682 5.47878 1 0 0 9.5823 10.527 0.365481
9630 176.446 3.02085e-05 1.70113 0.504851 0.556481 0.639796 0.783402 0.00169903 0.16291 1.85231 1.4517 1.86674 1.83739 0.999973 0.802916 12.8066 13.2975 4.74831 0 -44.2384 -48.9364 6.49499 5.60796 1 0 0 9.60284 10.5476 0.367241
9635 176.446 3.02085e-05 1.70942 0.506791 0.558564 0.644061 0.78487 0.00169832 0.162566 1.85121 1.4517 1.86559 1.83636 1.00019 0.819797 12.809 13.3002 4.74869 0 -44.0684 -48.7553 6.48268 5.73644 1 0 0 9.62302 10.5679 0.368999
9640 176.446 3.02085e-05 1.71768 0.508719 0.560632 0.648331 0.786398 0.00169761 0.162223 1.85012 1.4517 1.86444 1.83533 1.00041 0.836506 12.8114 13.3029 4.74908 0 -43.8945 -48.5699 6.46987 5.86419 1 0 0 9.64285 10.5876 0.370757
9645 176.446 3.02085e-05 1.72592 0.510635 0.562684 0.652605 0.787987 0.0016969 0.161879 1.84904 1.4517 1.8633 1.83431 1.00063 0.85304 12.8138 13.3055 4.74946 0 -43.7168 -48.3803 6.45657 5.9912 1 0 0 9.6623 10.607 0.372514
9650 176.446 3.02085e-05 1.73414 0.512539 0.564721 0.656881 0.789638 0.00169619 0.161536 1.84796 1.4517 1.86216 1.83329 1.00085 0.869397 12.8161 13.3081 4.74985 0 -43.5353 -48.1862 6.44276 6.11744 1 0 0 9.68139 10.6258 0.374269
9655 176.446 3.02085e-05 1.74233 0.51443 0.566742 0.661161 0.791353 0.00169549 0.161192 1.84688 1.4517 1.86102 1.83227 1.00107 0.885576 12.8184 13.3106 4.75023 0 -43.3499 -47.9879 6.42845 6.24289 1 0 0 9.70011 10.6442 0.376023
9660 176.447 3.02085e-05 1.7505 0.516307 0.568746 0.665443 0.793133 0.00169479 0.160849 1.84581 1.4517 1.85989 1.83127 1.00128 0.901573 12.8206 13.3131 4.75062 0 -43.1606 -47.7851 6.41361 6.36755 1 0 0 9.71844 10.6621 0.377776
9665 176.447 3.02085e-05 1.75863 0.518172 0.570733 0.669727 0.794981 0.00169409 0.160505 1.84475 1.4517 1.85877 1.83026 1.0015 0.917388 12.8228 13.3155 4.75101 0 -42.9674 -47.5779 6.39825 6.49138 1 0 0 9.73638 10.6795 0.379527
9670 176.447 3.02085e-05 1.76674 0.520022 0.572702 0.674013 0.796897 0.0016934 0.160162 1.84369 1.4517 1.85765 1.82927 1.00172 0.933017 12.825 13.3179 4.7514 0 -42.7703 -47.3663 6.38236 6.61438 1 0 0 9.75393 10.6964 0.381276
9675 176.447 3.02085e-05 1.77481 0.521859 0.574655 0.678299 0.798883 0.00169271 0.159818 1.84264 1.4517 1.85654 1.82827 1.00193 0.948459 12.8271 13.3202 4.75179 0 -42.5693 -47.1502 6.36593 6.73651 1 0 0 9.77109 10.7128 0.383024
9680 176.447 3.02085e-05 1.78286 0.523681 0.576589 0.682586 0.800942 0.00169203 0.159474 1.84159 1.4517 1.85544 1.82729 1.00215 0.963712 12.8291 13.3225 4.75219 0 -42.3644 -46.9298 6.34897 6.85777 1 0 0 9.78785 10.7287 0.384769
9685 176.447 3.02085e-05 1.79087 0.525488 0.578505 0.686873 0.803075 0.00169135 0.159131 1.84055 1.4517 1.85433 1.82631 1.00237 0.978773 12.8311 13.3247 4.75258 0 -42.1556 -46.7048 6.33145 6.97812 1 0 0 9.8042 10.7441 0.386513
9690 176.447 3.02085e-05 1.79884 0.527279 0.580402 0.691159 0.805283 0.00169067 0.158787 1.83951 1.4517 1.85324 1.82533 1.00258 0.993642 12.8331 13.3269 4.75298 0 -41.9429 -46.4755 6.31339 7.09757 1 0 0 9.82013 10.759 0.388255
9695 176.448 3.02085e-05 1.80678 0.529056 0.582279 0.695445 0.807571 0.00169 0.158444 1.83848 1.4517 1.85215 1.82437 1.00279 1.00831 12.835 13.329 4.75337 0 -41.7264 -46.2417 6.29476 7.21608 1 0 0 9.83566 10.7733 0.389994
9700 176.448 3.02085e-05 1.81468 0.530816 0.584138 0.699728 0.809939 0.00168933 0.1581 1.83746 1.4517 1.85107 1.8234 1.00301 1.02279 12.8369 13.3311 4.75377 0 -41.506 -46.0034 6.27558 7.33363 1 0 0 9.85076 10.7871 0.391731
9705 176.448 3.02085e-05 1.82255 0.53256 0.585977 0.70401 0.81239 0.00168866 0.157757 1.83644 1.4517 1.84999 1.82245 1.00322 1.03707 12.8387 13.3331 4.75417 0 -41.2817 -45.7608 6.25582 7.45022 1 0 0 9.86543 10.8004 0.393466
9710 176.448 3.02085e-05 1.83037 0.534288 0.587795 0.708289 0.814929 0.001688 0.157413 1.83543 1.4517 1.84892 1.8215 1.00343 1.05114 12.8405 13.335 4.75457 0 -41.0536 -45.5137 6.23549 7.56582 1 0 0 9.87968 10.8131 0.395198
9715 176.448 3.02085e-05 1.83816 0.535998 0.589593 0.712564 0.817557 0.00168734 0.15707 1.83442 1.4517 1.84786 1.82055 1.00364 1.06502 12.8422 13.3369 4.75497 0 -40.8217 -45.2621 6.21459 7.68041 1 0 0 9.89349 10.8253 0.396928
9720 176.448 3.02085e-05 1.8459 0.537692 0.591371 0.716837 0.82028 0.00168669 0.156726 1.83343 1.4517 1.8468 1.81962 1.00385 1.07869 12.8439 13.3387 4.75537 0 -40.5859 -45.0062 6.19309 7.79397 1 0 0 9.90687 10.8369 0.398654
9725 176.448 3.02085e-05 1.8536 0.539368 0.593127 0.721104 0.823102 0.00168604 0.156383 1.83243 1.4517 1.84575 1.81869 1.00406 1.09215 12.8455 13.3405 4.75578 0 -40.3464 -44.7458 6.17101 7.9065 1 0 0 9.9198 10.848 0.400378
9730 176.449 3.02085e-05 1.86125 0.541025 0.594862 0.725367 0.826027 0.0016854 0.156039 1.83145 1.4517 1.8447 1.81776 1.00427 1.10541 12.8471 13.3422 4.75618 0 -40.103 -44.481 6.14832 8.01797 1 0 0 9.93229 10.8585 0.4021
9735 176.449 3.02085e-05 1.86886 0.542665 0.596574 0.729625 0.829064 0.00168476 0.155695 1.83047 1.4517 1.84366 1.81684 1.00448 1.11846 12.8486 13.3439 4.75659 0 -39.8557 -44.2117 6.12502 8.12835 1 0 0 9.94432 10.8684 0.403818
9740 176.449 3.02085e-05 1.87643 0.544286 0.598265 0.733877 0.832217 0.00168412 0.155352 1.8295 1.4517 1.84263 1.81593 1.00469 1.1313 12.85 13.3455 4.75699 0 -39.6047 -43.9379 6.10109 8.23765 1 0 0 9.95591 10.8778 0.405533
9745 176.449 3.02085e-05 1.88394 0.545888 0.599934 0.738122 0.835497 0.00168349 0.155008 1.82853 1.4517 1.84161 1.81503 1.0049 1.14392 12.8514 13.347 4.7574 0 -39.3498 -43.6595 6.07653 8.34583 1 0 0 9.96703 10.8866 0.407244
9750 176.449 3.02085e-05 1.89141 0.54747 0.601579 0.74236 0.838914 0.00168286 0.154665 1.82757 1.4517 1.84059 1.81413 1.0051 1.15633 12.8528 13.3484 4.75781 0 -39.0909 -43.3766 6.05132 8.45289 1 0 0 9.9777 10.8947 0.408953
9755 176.449 3.02085e-05 1.89883 0.549033 0.603202 0.746591 0.842479 0.00168224 0.154321 1.82662 1.4517 1.83958 1.81324 1.00531 1.16853 12.8541 13.3498 4.75822 0 -38.8281 -43.0889 6.02543 8.5588 1 0 0 9.98789 10.9023 0.410658
9760 176.449 3.02085e-05 1.90619 0.550576 0.604801 0.750813 0.846207 0.00168162 0.153978 1.82568 1.4517 1.83858 1.81236 1.00551 1.18051 12.8553 13.3512 4.75863 0 -38.5611 -42.7965 5.99885 8.66354 1 0 0 9.99762 10.9093 0.412359
9765 176.45 3.02085e-05 1.9135 0.552098 0.606376 0.755026 0.850117 0.00168101 0.153634 1.82474 1.4517 1.83758 1.81148 1.00572 1.19227 12.8565 13.3524 4.75904 0 -38.2899 -42.499 5.97154 8.76711 1 0 0 10.0069 10.9157 0.414057
9770 176.45 3.02085e-05 1.92076 0.553599 0.607927 0.75923 0.854229 0.0016804 0.153291 1.82381 1.4517 1.83659 1.81061 1.00592 1.20382 12.8576 13.3536 4.75946 0 -38.0143 -42.1963 5.94347 8.86947 1 0 0 10.0157 10.9215 0.41575
9775 176.45 3.02085e-05 1.92796 0.555079 0.609454 0.763424 0.858569 0.0016798 0.152947 1.82289 1.4517 1.83561 1.80975 1.00612 1.21514 12.8587 13.3548 4.75987 0 -37.7341 -41.8882 5.91459 8.97062 1 0 0 10.024 10.9267 0.41744
9780 176.45 3.02085e-05 1.9351 0.556537 0.610956 0.767606 0.863169 0.0016792 0.152604 1.82197 1.4517 1.83464 1.80889 1.00632 1.22623 12.8597 13.3558 4.76029 0 -37.4489 -41.5742 5.88485 9.07052 1 0 0 10.0318 10.9313 0.419126
9785 176.45 3.02085e-05 1.94218 0.557974 0.612432 0.771777 0.86807 0.00167861 0.15226 1.82107 1.4517 1.83367 1.80805 1.00652 1.23711 12.8607 13.3568 4.7607 0 -37.1583 -41.2539 5.85417 9.16916 1 0 0 10.0391 10.9352 0.420807
9790 176.45 3.02085e-05 1.9492 0.559387 0.613882 0.775935 0.873318 0.00167802 0.151916 1.82017 1.4517 1.83272 1.80721 1.00672 1.24775 12.8615 13.3577 4.76112 0 -36.8618 -40.9267 5.82247 9.26652 1 0 0 10.0459 10.9385 0.422484
9795 176.451 3.02085e-05 1.95616 0.560777 0.615306 0.78008 0.878975 0.00167744 0.151573 1.81928 1.4517 1.83177 1.80638 1.00692 1.25816 12.8624 13.3586 4.76154 0 -36.5588 -40.5918 5.78964 9.36256 1 0 0 10.0522 10.9412 0.424156
9800 176.451 3.02085e-05 1.96305 0.562142 0.616702 0.78421 0.885117 0.00167686 0.151229 1.81839 1.4517 1.83083 1.80555 1.00711 1.26834 12.8631 13.3593 4.76196 0 -36.2484 -40.2483 5.75555 9.45726 1 0 0 10.058 10.9432 0.425823
9805 176.451 3.02085e-05 1.96988 0.563483 0.618071 0.788324 0.891841 0.00167629 0.150886 1.81752 1.4517 1.82989 1.80474 1.00731 1.27829 12.8638 13.36 4.76238 0 -35.9295 -39.8951 5.72001 9.55059 1 0 0 10.0633 10.9445 0.427484
9810 176.451 3.02085e-05 1.97663 0.564798 0.61941 0.792422 0.899268 0.00167572 0.150542 1.81665 1.4517 1.82897 1.80393 1.0075 1.28799 12.8645 13.3607 4.7628 0 -35.6008 -39.5304 5.68282 9.6425 1 0 0 10.068 10.9452 0.42914
9815 176.451 3.02085e-05 1.98331 0.566086 0.62072 0.796502 0.907554 0.00167516 0.150199 1.81579 1.4517 1.82805 1.80313 1.0077 1.29745 12.865 13.3612 4.76322 0 -35.2604 -39.1525 5.6437 9.73296 1 0 0 10.0722 10.9452 0.430789
9820 176.451 3.02085e-05 1.98991 0.567346 0.621998 0.800562 0.916901 0.00167461 0.149855 1.81495 1.4517 1.82715 1.80234 1.00789 1.30666 12.8655 13.3617 4.76365 0 -34.9061 -38.7586 5.6023 9.8219 1 0 0 10.0758 10.9445 0.432431
9825 176.451 3.02085e-05 1.99642 0.568576 0.623243 0.804601 0.927569 0.00167406 0.149512 1.81411 1.4517 1.82625 1.80156 1.00808 1.31561 12.8659 13.362 4.76407 0 -34.535 -38.3456 5.55815 9.90927 1 0 0 10.0789 10.943 0.434066
9830 176.452 3.02085e-05 2.00284 0.569775 0.624453 0.808615 0.939896 0.00167352 0.149168 1.81328 1.4517 1.82537 1.80079 1.00827 1.32429 12.8663 13.3623 4.76449 0 -34.1431 -37.9092 5.51068 9.99498 1 0 0 10.0813 10.9407 0.435691
9835 176.452 3.02085e-05 2.00917 0.570939 0.625626 0.812603 0.954328 0.00167298 0.148825 1.81246 1.4517 1.82449 1.80003 1.00845 1.33269 12.8666 13.3625 4.76492 0 -33.7256 -37.444 5.45912 10.0789 1 0 0 10.0831 10.9377 0.437307
9840 176.452 3.02085e-05 2.01538 0.572066 0.626758 0.816561 0.97145 0.00167245 0.148481 1.81165 1.4517 1.82363 1.79928 1.00864 1.34079 12.8667 13.3626 4.76535 0 -33.2759 -36.9428 5.40248 10.161 1 0 0 10.0841 10.9337 0.438912
9845 176.452 3.02085e-05 2.02148 0.573153 0.627844 0.820485 0.992036 0.00167193 0.148137 1.81086 1.4517 1.82278 1.79854 1.00882 1.34859 12.8668 13.3626 4.76577 0 -32.7856 -36.3962 5.33948 10.2411 1 0 0 10.0844 10.9289 0.440503
9850 176.452 3.02085e-05 2.02744 0.574193 0.628881 0.82437 1.01712 0.00167142 0.147794 1.81008 1.4517 1.82194 1.79782 1.009 1.35604 12.8668 13.3625 4.7662 0 -32.2434 -35.7921 5.2684 10.319 1 0 0 10.0839 10.923 0.442079
9855 176.452 3.02085e-05 2.03325 0.575181 0.62986 0.828209 1.04806 0.00167092 0.14745 1.80931 1.4517 1.82112 1.79711 1.00918 1.36313 12.8667 13.3622 4.76663 0 -31.6345 -35.1143 5.187 10.3943 1 0 0 10.0825 10.916 0.443637
9860 176.452 3.02085e-05 2.03888 0.576109 0.630773 0.831995 1.08668 0.00167043 0.147107 1.80856 1.4517 1.82031 1.79641 1.00936 1.36982 12.8665 13.3618 4.76706 0 -30.9395 -34.3417 5.09233 10.467 1 0 0 10.08 10.9077 0.445172
9865 176.453 3.02085e-05 2.04429 0.576966 0.631608 0.835717 1.13542 0.00166995 0.146763 1.80783 1.4517 1.81953 1.79574 1.00953 1.37605 12.8661 13.3613 4.76748 0 -30.1327 -33.4463 4.98046 10.5364 1 0 0 10.0763 10.898 0.446681
9870 176.453 3.02085e-05 2.04945 0.577739 0.632351 0.839361 1.19746 0.00166949 0.14642 1.80712 1.4517 1.81877 1.79508 1.0097 1.38175 12.8655 13.3605 4.76791 0 -29.1803 -32.3915 4.84624 10.6021 1 0 0 10.0712 10.8866 0.448156
9875 176.453 3.02085e-05 2.0543 0.57841 0.632981 0.842909 1.277 0.00166904 0.146076 1.80644 1.4517 1.81804 1.79445 1.00986 1.38685 12.8648 13.3596 4.76834 0 -28.0378 -31.1294 4.68294 10.6634 1 0 0 10.0644 10.8733 0.449589
9880 176.453 3.02085e-05 2.05877 0.578954 0.633473 0.84634 1.37944 0.00166862 0.145733 1.80579 1.4517 1.81734 1.79385 1.01002 1.39122 12.8638 13.3584 4.76877 0 -26.6482 -29.5983 4.48181 10.7194 1 0 0 10.0556 10.8576 0.450971
9885 176.453 3.02085e-05 2.06276 0.579343 0.633794 0.849624 1.51151 0.00166822 0.145389 1.80518 1.4517 1.81668 1.79329 1.01016 1.39473 12.8626 13.3569 4.76919 0 -24.9388 -27.7203 4.23176 10.769 1 0 0 10.0442 10.8391 0.452287
9890 176.453 3.02085e-05 2.06616 0.579537 0.633899 0.852723 1.6813 0.00166785 0.145045 1.80462 1.4517 1.81607 1.79278 1.0103 1.39718 12.861 13.355 4.76961 0 -22.8203 -25.3992 3.91909 10.8107 1 0 0 10.0298 10.817 0.453519
9895 176.454 3.02085e-05 2.06881 0.579488 0.633735 0.855591 1.89778 0.00166752 0.144702 1.80412 1.4517 1.81553 1.79232 1.01043 1.39836 12.859 13.3526 4.77003 0 -20.1882 -22.5232 3.52766 10.8426 1 0 0 10.0114 10.7907 0.454647
9900 176.454 3.02085e-05 2.07054 0.579133 0.633235 0.858169 2.16962 0.00166723 0.144358 1.80369 1.4517 1.81506 1.79193 1.01054 1.39797 12.8564 13.3497 4.77044 0 -16.9301 -18.9715 3.03995 10.8625 1 0 0 9.9883 10.7592 0.455644
